TIMESTAMP,CW_MIN,CW_MAX,N_OF_STATIONS,SEED,P_COLL,THR,FAILED_TRANSMISSIONS,SUCCEEDED_TRANSMISSIONS
1598783953.1455238,31,1023,5,132,0.1774,29.1149824,53336,247240
1598784161.8880792,31,1023,10,132,0.2862,28.36791296,96607,240896
1598784464.4809484,31,1023,20,132,0.3930,26.88790528,147840,228328
1598784884.1375942,31,1023,50,132,0.5319,24.10335232,232540,204682
1598785319.6450794,31,1023,5,165,0.1764,29.14006528,53014,247453
1598785528.7359767,31,1023,10,165,0.2859,28.38016,96488,241000
1598785803.0152435,31,1023,20,165,0.3932,26.88449024,147950,228299
1598786220.9843712,31,1023,50,165,0.5326,24.07320576,232961,204426
1598786635.005344,31,1023,5,198,0.1771,29.1202816,53229,247285
1598786851.992852,31,1023,10,198,0.2866,28.36284928,96744,240853
1598787139.967335,31,1023,20,198,0.3944,26.84551168,148485,227968
1598787557.5933812,31,1023,50,198,0.5312,24.1196032,232082,204820
1598787966.0721798,31,1023,5,231,0.1781,29.09708288,53535,247088
1598788175.185258,31,1023,10,231,0.2849,28.4060672,96099,241220
1598788475.7470102,31,1023,20,231,0.3933,26.87259648,147909,228198
1598788900.3564284,31,1023,50,231,0.5319,24.0989952,232531,204645
1598789327.2907856,31,1023,5,264,0.1776,29.11510016,53401,247241
1598789525.1100152,31,1023,10,264,0.2847,28.39864832,96005,241157
1598789808.2703602,31,1023,20,264,0.3947,26.84668928,148657,227978
1598790231.121482,31,1023,50,264,0.5327,24.07461888,233094,204438
1598790663.0262923,31,1023,5,297,0.1773,29.11863296,53295,247271
1598790861.527887,31,1023,10,297,0.2853,28.39228928,96266,241103
1598791148.7450874,31,1023,20,297,0.3936,26.88178176,148141,228276
1598791576.6486373,31,1023,50,297,0.5323,24.10064384,232887,204659
1598791985.9165258,31,1023,5,330,0.1773,29.1179264,53292,247265
1598792190.9198866,31,1023,10,330,0.2860,28.37733376,96543,240976
1598792491.5708487,31,1023,20,330,0.3935,26.87848448,148062,228248
1598792918.2776628,31,1023,50,330,0.5316,24.10935808,232328,204733
1598793289.88828,63,1023,5,33,0.1042,28.09153024,27744,238549
1598793507.3885667,63,1023,10,33,0.1919,28.87286784,58240,245184
1598793789.6888876,63,1023,20,33,0.2994,28.14734848,102142,239023
1598794208.3332078,63,1023,50,33,0.4498,25.84031232,179414,219432
1598794574.0486486,63,1023,5,66,0.1058,28.04772352,28195,238177
1598794807.0796127,63,1023,10,66,0.1930,28.83836416,58565,244891
1598795081.5055723,63,1023,20,66,0.2994,28.1493504,102145,239040
1598795506.1051605,63,1023,50,66,0.4476,25.8889472,178127,219845
1598795909.900266,63,1023,5,99,0.1055,28.0657408,28107,238330
1598796085.6024783,63,1023,10,99,0.1928,28.857088,58540,245050
1598796390.3799992,63,1023,20,99,0.2973,28.19963392,101297,239467
1598796804.7238142,63,1023,50,99,0.4495,25.85279488,179270,219538
1598797166.332766,63,1023,5,132,0.1048,28.08528896,27933,238496
1598797387.945678,63,1023,10,132,0.1932,28.84837376,58670,244976
1598797677.7462776,63,1023,20,132,0.2997,28.14087168,102249,238968
1598798109.58934,63,1023,50,132,0.4483,25.88152832,178617,219782
1598798510.8542724,63,1023,5,165,0.1046,28.09671168,27875,238593
1598798682.8326788,63,1023,10,165,0.1927,28.87275008,58531,245183
1598798980.7380252,63,1023,20,165,0.2978,28.1835008,101485,239330
1598799391.7548108,63,1023,50,165,0.4488,25.86386432,178800,219632
1598799772.6795466,63,1023,5,198,0.1052,28.08305152,28045,238477
1598799983.3575428,63,1023,10,198,0.1924,28.86462464,58393,245114
1598800266.0775476,63,1023,20,198,0.3004,28.12768256,102553,238856
1598800688.8368874,63,1023,50,198,0.4487,25.87257856,178793,219706
1598801084.7906513,63,1023,5,231,0.1059,28.07527936,28251,238411
1598801292.4272466,63,1023,10,231,0.1921,28.8582656,58288,245060
1598801576.4549406,63,1023,20,231,0.2994,28.15252992,102167,239067
1598801991.2936385,63,1023,50,231,0.4489,25.86869248,178971,219673
1598802357.7031024,63,1023,5,264,0.1053,28.0822272,28070,238470
1598802580.1979873,63,1023,10,264,0.1927,28.84660736,58465,244961
1598802864.4370074,63,1023,20,264,0.2996,28.1452288,102259,239005
1598803286.32784,63,1023,50,264,0.4489,25.85962496,178903,219596
1598803685.7704885,63,1023,5,297,0.1046,28.08976384,27858,238534
1598803881.9409368,63,1023,10,297,0.1911,28.8930048,57982,245355
1598804160.7871392,63,1023,20,297,0.2983,28.1811456,101728,239310
1598804572.8520448,63,1023,50,297,0.4501,25.83112704,179566,219354
