1,2,3,4,5,6,7,8,9,10,Name,MSE-NS-3,MSE-AM,MSE-MS,Notes,MSE-NS3
0.0,0.1161,0.1773,0.2273,0.2661,0.2942,0.3195,0.3357,0.3601,0.3723,ns-3,0.0,0.0,0.0,,
0.0,0.10300000000000001,0.17600000000000002,0.23,0.268,0.301,0.32799999999999996,0.353,0.368,0.382,Analytical model,0.0,0.0,0.0,,
0.0,0.11699999999999999,0.19,0.24,0.276,0.305,0.32799999999999996,0.34700000000000003,0.365,0.379,Matlab simultion,0.0,0.0,0.0,,
0.0,0.10961,0.17829,0.2280200000000001,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40310999999999997,DCF-SimPy,0.000239,8.06e-05,0.000144,,
0.0,0.10960999999999999,0.17829,0.2280200000000001,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40311,DCF-SimPy,0.000239,8.06e-05,0.000144,,
0.0,0.10961,0.17829,0.2280200000000001,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40310999999999997,DCF-SimPy,0.000239,8.06e-05,0.000144,,
0.0,0.10960999999999999,0.17829,0.2280200000000001,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40311,DCF-SimPy,0.000239,8.06e-05,0.000144,,
0.0,0.10961,0.17829,0.2280200000000001,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40310999999999997,DCF-SimPy,0.000239,8.06e-05,0.000144,,
0.0,0.10960999999999999,0.17829,0.2280200000000001,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40311,DCF-SimPy,0.000239,8.06e-05,0.000144,,
0.0,0.10961,0.17829,0.2280200000000001,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40310999999999997,DCF-SimPy,0.000239,8.06e-05,0.000144,,
0.0,0.10960999999999999,0.17829,0.2280200000000001,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40311,DCF-SimPy,0.000239,8.06e-05,0.000144,,
0.0,0.10961,0.17829,0.22802000000000006,0.27080000000000004,0.30455000000000004,0.33453000000000005,0.35915,0.38239,0.40310999999999997,DCF-SimPy,2.39E-04,8.06E-05,1.44E-04,,
